-0.0086006,-0.0015058,0.098987,0.090783,-0.15116,0.0078302,0.0013427,-0.08686,0.056615,0.19715,-0.089496,-0.035777,-0.018004,-0.039808,0.016697,0.14764,0.052267,-0.080511,-0.069771,0.041445,-0.055257,-0.11676,0.010722,-0.045899,-0.049939,0.11846,0.077057,0.030837,0.079733,0.021606,-0.045872,-0.054694,-0.050539,-0.01409,-0.0058203,0.0073751,0.03868,0.0061477,-0.022359,0.025231,-0.034505,-0.092027,-0.043241,0.00061642,0.015138,0.11267,0.093786,0.030441,0.0098197,-0.067103
-0.041327,0.048318,0.22533,0.046164,-0.085037,0.024682,-0.055362,-0.067414,0.17623,0.077619,-0.091378,-0.030313,-0.060129,-0.026497,0.058945,0.13378,-0.036024,-0.081532,-0.028739,0.023317,-0.074221,-0.05379,0.0085955,-0.065584,0.017823,0.10762,0.029775,0.039165,0.076696,-0.019149,-0.059248,-0.043389,-0.031373,-0.0047617,-0.0081134,-0.0033263,0.019519,0.0058099,0.011837,0.023792,-0.037006,-0.04909,-0.02148,-0.023161,0.022911,0.090885,0.085662,0.013826,-0.028113,-0.052028
-0.00062691,0.071719,0.19289,-0.029319,-0.095816,0.046987,-0.083509,-0.052246,0.19605,0.029747,-0.10584,-0.00029036,-0.042131,-0.019812,0.070331,0.099427,-0.05008,-0.092407,-0.0044329,-0.00097032,-0.018129,0.017381,0.00057151,0.036599,0.017303,-0.045747,-0.033407,-0.03462,-0.018788,0.065774,0.093725,0.037427,0.0088806,-0.050232,-0.058191,-0.035843,-0.02038,-0.0022,0.029367,0.031589,0.0094579,-0.0092295,-0.0076402,0.0013707,0.004642,-0.0027113,-0.032475,-0.008042,0.024481,0.06105
0.016034,0.04958,0.14476,-0.080482,-0.03488,-0.0053115,-0.096045,-0.028105,0.21328,-0.0017209,-0.055411,0.0099759,-0.050267,-0.03529,0.095202,0.08478,-0.053595,-0.057103,0.0062061,-0.018573,-0.10269,-0.021918,0.0088747,-0.062872,0.062863,0.096867,0.010099,0.041802,0.022481,-0.02752,-0.026444,-0.026705,-0.010182,0.017087,-0.018974,-0.023005,-0.011913,0.00012445,0.0041549,-0.0057984,-0.043471,-0.045111,-0.030481,0.0051821,0.082781,0.070445,0.048545,-0.0058696,-0.036759,-0.062339
0.02585,0.045307,0.087949,-0.085199,-0.1486,0.04402,-0.047631,-0.045323,0.16335,0.08239,-0.15173,-0.0085124,0.00082523,0.0029838,0.072981,0.10638,-0.049009,-0.078813,0.038349,0.040617,-0.11387,-0.046972,0.017249,-0.061761,0.0057981,0.05301,0.0068911,0.055494,0.06113,-0.016541,-0.021567,-0.051518,-0.058202,0.047225,0.039105,0.025039,0.044791,-0.012745,-0.039166,-0.010577,-0.041454,-0.019981,0.012031,-0.0074333,0.01674,0.062644,0.03148,0.024951,0.012452,-0.039491
0.060454,-0.22725,-0.31095,-0.17376,-0.099882,0.14399,0.12266,-0.14948,-0.11449,0.14524,-0.077642,0.11792,0.14304,-0.070362,-0.096286,0.039246,0.020903,0.013596,0.019498,0.030249,-0.0036269,-0.040811,0.071539,0.090519,-0.04528,-0.074227,0.020777,-0.0095841,0.010479,0.014496,0.036427,-0.069454,-0.070102,0.045869,0.023122,-0.028453,0.060082,0.018946,-0.072531,-0.0084963,0.0037303,0.04348,0.049744,0.036268,-0.0003934,-0.040657,-0.068587,-0.0071676,0.0064669,0.001643
0.054846,0.081536,0.050933,0.035756,0.00432,0.14115,-0.05746,-0.073153,0.020774,-0.033516,-0.054905,0.12146,0.034786,-0.14455,-0.11485,-0.033581,0.061883,0.058303,-0.0022877,0.065357,0.037253,-0.05224,0.069092,0.038961,-0.094168,-0.037701,0.031176,-0.063945,-0.056986,0.042413,0.02915,-0.0098987,0.0034686,0.027368,-0.020312,-0.029042,0.022823,-0.04404,-0.029501,0.054689,0.070168,0.054998,0.048048,-0.032269,-0.088588,-0.095986,-0.061976,0.047376,0.054748,0.034956
0.012839,0.085916,0.16111,-0.039832,-0.016829,-0.041096,-0.093346,0.08204,0.14854,-0.071317,-0.044781,-0.07053,-0.081117,0.042446,0.14869,0.071181,-0.076973,-0.085581,0.039882,-0.0095544,-0.0694,0.012785,-0.046461,-0.083509,0.10469,0.079044,0.019637,0.054411,0.016318,-0.044033,-0.043753,-0.0063587,-0.005776,-0.012415,0.01194,0.021707,-0.020537,-0.00486,0.033716,-0.0060912,-0.050204,-0.033222,-0.029159,0.005278,0.05169,0.08197,0.079097,0.0046117,-0.051062,-0.065043
-0.097792,-0.34301,-0.24598,-0.12437,0.017992,0.086855,0.061775,-0.15656,-0.041173,0.10187,0.03032,0.11965,0.083398,-0.092258,-0.089005,0.090117,0.040492,0.031329,0.0069881,-0.010447,-0.015065,-0.0044265,0.062204,0.082854,-0.015012,-0.053326,-0.038428,-0.047816,-0.023271,0.065196,0.057475,0.056047,0.018321,-0.031851,-0.071999,-0.085043,0.0055591,0.032328,-0.019377,0.05546,0.052713,-0.037669,-0.013452,0.050072,-0.021508,-0.011971,-0.042985,-0.010286,-0.035953,0.043116
0.044376,0.021109,-0.0082338,-0.21547,-0.10545,0.081011,-0.047939,-0.088646,0.14013,0.04222,-0.10477,0.078013,0.011223,-0.051869,0.075357,0.058253,-0.069717,-0.012799,0.069323,0.030144,-0.09622,-0.057318,-0.0052425,-0.021207,0.055889,0.057177,0.060312,0.029599,-0.024981,-0.022948,-0.01274,-0.074141,-0.040986,0.0658,-0.0093203,-0.0034485,0.058132,-0.041011,-0.023943,0.047834,0.0046408,0.010529,0.012462,-0.01729,0.0056482,-6.0973e-05,-0.014823,0.029253,-0.0063888,-0.0094923
